Brand,Model,Year,Price,Mileage,Transmission,Fuel Type,Previous Owners,Color,Body Type,Engine position,Engine capacity (litre),Cylinder layout and quantity,Seats (quantity),No of doors,Front tyres,Rear tyres,Driven wheels,Fuel capacity,Fuel consumption (average),Fuel range (average),Power maximum (detail),Torque maximum,Acceleration 0-100 km/h,Maximum/top speed,CO2 emissions (average)
Land,Rover Defender 110 D300 X-Dynamic HSE,2023,1799950.0,3000.0,Automatic,Diesel,1,Blue,SUV,Front,3.0,i6,5.0,5.0,255/60 R20 (opt 255/65 R19 / opt 275/45 R22),255/60 R20 (opt 255/65 R19 / opt 275/45 R22),4x4,89.0,7.6,1171.0,221.0,650.0,7.0,191.0,209.0
Land,Rover Range Rover Evoque D200 R-Dynamic SE,2022,1189950.0,22000.0,Automatic,Diesel,1,Red,SUV,Front,2.0,i4,5.0,5.0,235/50 R20 (235/60 R18 / opt 245/45 R21),235/50 R20 (235/60 R18 / opt 245/45 R21),All Wheel Drive,65.0,5.8,1121.0,147.0,430.0,8.5,213.0,149.0
Ford,Everest 2.0 Biturbo 4x4 Sport,2023,966730.0,1500.0,Automatic,Diesel,Unknown,White,SUV,Front,2.0,i4,7.0,5.0,255/50 R20 (opt 255/65 R18),255/50 R20 (opt 255/65 R18),4x4,76.0,7.5,1013.0,154.0,500.0,,,198.0
Citroen,C5 Aircross 1.6T Feel,2021,309900.0,54065.0,Automatic,Petrol,Unknown,White,SUV,Front,1.6,i4,5.0,5.0,235/55 R18,235/55 R18,Front Wheel Drive,53.0,7.9,671.0,121.0,240.0,10.5,189.0,179.0
BMW,3 Series 318i M Sport,2021,569900.0,37000.0,Automatic,Petrol,Unknown,White,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),255/40 R18 (opt 255/35 R19),Rear Wheel Drive,59.0,6.3,937.0,115.0,250.0,8.4,223.0,143.0
Renault,Triber 1.0 Dynamique,2021,174400.0,32766.0,Manual,Petrol,Unknown,Silver,MPV,Front,1.0,i3,7.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,40.0,5.5,727.0,52.0,96.0,,,131.0
BMW,8 Series M850i xDrive Coupe,2019,1499900.0,46600.0,Automatic,Petrol,1,Barcelona blue metallic,Coupé,Front,4.4,V8,4.0,2.0,245/35 R20,275/30 R20,All Wheel Drive,68.0,0.4,654.0,390.0,750.0,3.7,250.0,238.0
Nissan,Almera 1.5 Acenta Auto,2022,200400.0,20787.0,Automatic,Petrol,1,Silver,Sedan,Front,1.5,i4,5.0,4.0,185/65 R15,185/65 R15,Front Wheel Drive,41.0,7.2,569.0,73.0,134.0,,183.0,171.0
Nissan,NP200 1.6i Safety Pack,2020,169990.0,46000.0,Manual,Petrol,Unknown,White,Single cab,Front,1.6,i4,2.0,2.0,185/65 R15 T,185/65 R15 T,Front Wheel Drive,50.0,8.1,617.0,64.0,128.0,,,192.0
Hyundai,Tucson 2.0 Premium Auto,2021,399990.0,43000.0,Automatic,Petrol,1,White cream,SUV,Front,2.0,i4,5.0,5.0,225/60 R17,225/60 R17,Front Wheel Drive,62.0,9.0,689.0,115.0,196.0,11.1,181.0,185.0
Ford,Ranger 2.2TDCi SuperCab Hi-Rider XLS Auto,2021,449990.0,35000.0,Automatic,Diesel,Unknown,White,Supercab,Front,2.2,i4,2.0,4.0,255/70 R16 (opt 265/65 R17),255/70 R16 (opt 265/65 R17),4x2,80.0,7.6,1053.0,118.0,385.0,,,199.0
Toyota,Agya 1.0 Auto (Audio),2021,164500.0,33678.0,Automatic,Petrol,Unknown,White/tusk white (w09),Hatchback,Front,1.0,i3,5.0,5.0,175/65 R14,175/65 R14,Front Wheel Drive,33.0,4.9,674.0,49.0,89.0,16.3,145.0,115.0
Ford,Ranger 2.0SiT Double Cab 4x4 XLT,2019,479900.0,84390.0,Automatic,Diesel,1,White,Double cab,Front,2.0,i4,5.0,4.0,265/65 R17,265/65 R17,4x4,80.0,7.5,1067.0,132.0,420.0,,,199.0
Honda,Amaze 1.2 Comfort Auto,2020,188999.0,78000.0,Automatic,Petrol,Unknown,White,Sedan,Front,1.2,i4,5.0,4.0,175/65 R15,175/65 R15,Front Wheel Drive,35.0,5.7,614.0,66.0,110.0,13.5,160.0,135.0
BMW,X5 M competition,2020,1899900.0,43800.0,Automatic,Petrol,1,Yes,SUV,Front,4.4,V8,5.0,5.0,295/35 R21,315/30 R22,All Wheel Drive,83.0,2.5,664.0,460.0,750.0,3.8,290.0,286.0
Toyota,Agya 1.0 Auto (Audio),2021,164500.0,33375.0,Automatic,Petrol,Unknown,Meteor silver metallic,Hatchback,Front,1.0,i3,5.0,5.0,175/65 R14,175/65 R14,Front Wheel Drive,33.0,4.9,674.0,49.0,89.0,16.3,145.0,115.0
Mercedes-Benz,A-Class A200 Sedan Progressive,2020,579900.0,58183.0,Automatic,Petrol,1,Jupiter red,Sedan,Front,1.3,i4,5.0,4.0,205/55 R17 (opt 225/45 R18),205/55 R17 (opt 225/45 R18),Front Wheel Drive,43.0,5.4,796.0,120.0,250.0,8.1,230.0,124.0
Volkswagen,T-Cross 1.5TSI 110kW R-Line,2023,505950.0,100.0,Automatic,Petrol,1,Reef blue metallic,SUV,Front,1.5,i4,5.0,5.0,215/45 R18,215/45 R18,Front Wheel Drive,40.0,5.5,727.0,110.0,250.0,8.5,200.0,127.0
Volkswagen,Tiguan 1.4TSI 110kW R-Line,2023,799890.0,2500.0,Automatic,Petrol,1,Blue,SUV,Front,1.4,i4,5.0,5.0,255/45 R19 (opt 255/40 R20),255/45 R19 (opt 255/40 R20),Front Wheel Drive,58.0,7.7,753.0,110.0,250.0,9.2,200.0,175.0
Lexus,ES 250 EX,2022,549995.0,12786.0,Automatic,Petrol,Unknown,Sonic titanium (1j7),Sedan,Front,2.5,i4,5.0,4.0,215/55 R17,215/55 R17,Front Wheel Drive,60.0,6.6,909.0,152.0,243.0,9.1,210.0,150.0
BMW,X5 xDrive30d M Sport,2019,1199000.0,37000.0,Automatic,Diesel,Unknown,Black,SUV,Front,3.0,i6,5.0,5.0,275/45 R20 (opt 275/40 R21 / opt 275/35 R22),305/40 R20 (opt 315/35 R21 / opt 315/30 R22),All Wheel Drive,80.0,7.0,1143.0,195.0,620.0,6.5,230.0,184.0
Lexus,RX 350 EX,2023,1049995.0,3500.0,Automatic,Petrol,Unknown,Sonic titanium,SUV,Front,3.5,V6,5.0,5.0,235/55 R20,235/55 R20,All Wheel Drive,72.0,9.6,750.0,221.0,370.0,8.0,200.0,223.0
BMW,3 Series M340i xDrive,2020,949000.0,21000.0,Automatic,Petrol,Unknown,Black sapphire metallic,Sedan,Front,3.0,i6,5.0,4.0,225/45 R18 (opt 225/40 R19),255/40 R18 (opt 255/35 R19),All Wheel Drive,59.0,7.7,766.0,285.0,500.0,4.4,250.0,177.0
Mercedes-Benz,A-Class A250 Sedan AMG Line,2023,899950.0,5809.0,Automatic,Petrol,Unknown,Mountain grey metallic,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),225/45 R18 (opt 225/40 R19),Front Wheel Drive,43.0,6.3,683.0,165.0,350.0,6.3,250.0,161.0
Isuzu,KB 300D-Teq Double Cab 4x4 LX Auto,2019,469950.0,96313.0,Automatic,Diesel,Unknown,Silver,Double cab,Front,3.0,i4,5.0,4.0,255/60 R18,255/60 R18,4x4,80.0,7.9,1013.0,130.0,380.0,,,208.0
Renault,Kiger 1.0 Life,2021,229950.0,25369.0,Manual,Petrol,Unknown,Blue,SUV,Front,1.0,i3,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,5.3,755.0,52.0,96.0,,,126.0
Ford,Ranger 2.2TDCi Double Cab Hi-Rider XL Auto,2019,399888.0,81701.0,Automatic,Diesel,Unknown,White,Double cab,Front,2.2,i4,5.0,4.0,255/70 R16,255/70 R16,4x2,80.0,7.6,1053.0,118.0,385.0,,,199.0
BMW,X5 M50d,2018,849000.0,79170.0,Automatic,Diesel,Unknown,Space grey metallic,SUV,Front,3.0,i6,5.0,5.0,255/50 R19 (opt 275/40 R20),285/45 R19 (opt 315/35 R20),All Wheel Drive,85.0,6.6,1288.0,280.0,740.0,5.3,250.0,173.0
Toyota,Fortuner 2.8GD-6 4x4 VX,2022,819900.0,9000.0,Automatic,Diesel,Unknown,Glacier white,SUV,Front,2.8,i4,7.0,5.0,265/60 R18,265/60 R18,4x4,80.0,7.9,1013.0,150.0,500.0,,180.0,209.0
BMW,3 Series 330i M Sport Launch Edition,2019,609000.0,33106.0,Automatic,Petrol,Unknown,Portimao blue metallic,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),255/40 R18 (opt 255/35 R19),Rear Wheel Drive,59.0,6.4,922.0,190.0,400.0,5.8,250.0,147.0
Toyota,Fortuner 2.4GD-6 Auto,2022,599900.0,16500.0,Automatic,Diesel,Unknown,Grey metallic,SUV,Front,2.4,i4,7.0,5.0,265/65 R17,265/65 R17,4x2,80.0,7.2,1111.0,110.0,400.0,,170.0,190.0
BMW,X4 xDrive20d M Sport,2018,499950.0,84702.0,Automatic,Diesel,Unknown,Alpine white iii,SUV,Front,2.0,i4,5.0,5.0,245/50 R18 (opt 245/45 R19 / opt 245/40 R20),245/50 R18 (opt 275/40 R19 / opt 275/35 R20),All Wheel Drive,67.0,4.9,1367.0,140.0,400.0,8.0,212.0,129.0
Toyota,Corolla 2.0 XR Auto,2022,399900.0,35900.0,Automatic,Petrol,Unknown,White,Sedan,Front,2.0,i4,5.0,4.0,225/40 R18,225/40 R18,Front Wheel Drive,50.0,6.0,833.0,125.0,200.0,8.6,195.0,137.0
Ford,Ranger 2.2TDCi SuperCab Hi-Rider,2022,379900.0,3500.0,Manual,Diesel,Unknown,Frozen white,Supercab,Front,2.2,i4,2.0,4.0,255/70 R16,255/70 R16,4x2,80.0,6.5,1231.0,88.0,285.0,,,172.0
Suzuki,Jimny 1.5 GLX AllGrip,2022,359900.0,14000.0,Manual,Petrol,Unknown,Yellow,SUV,Front,1.5,i4,4.0,3.0,205/70 R15,205/70 R15,4x4,40.0,6.3,635.0,75.0,130.0,,,146.0
Isuzu,KB 250D-Teq Double Cab 4x4 X-Rider,2018,349994.0,95900.0,Manual,Diesel,Unknown,Silver,Double cab,Front,2.5,i4,5.0,4.0,255/60 R18,255/60 R18,4x4,80.0,7.9,1013.0,100.0,320.0,,,208.0
Ford,Ranger 2.2TDCi Double Cab 4x4 XL,2019,349900.0,132000.0,Manual,Diesel,Unknown,White,Double cab,Front,2.2,i4,5.0,4.0,255/70 R16,255/70 R16,4x4,80.0,7.2,1111.0,118.0,385.0,,,190.0
GWM,P-Series 2.0TD SX,2023,389900.0,9131.0,Manual,Diesel,Unknown,White,Single cab,Front,2.0,i4,2.0,2.0,245/70 R17,245/70 R17,Rear Wheel Drive,78.0,,,120.0,400.0,,,259.0
Mercedes-Benz,GLE GLE400d 4Matic,2021,1300000.0,54000.0,Automatic,Diesel,Unknown,Mojave silver,SUV,Front,2.9,i6,5.0,5.0,255/50 R19 (opt 275/50 R20 / opt 275/45 R21 / opt 285/40 R22),255/50 R19 (opt 275/50 R20 / opt 315/40 R21 / opt 325/35 R22,All Wheel Drive,80.0,7.5,1067.0,243.0,700.0,5.7,245.0,202.0
Mercedes-Benz,GLC GLC250d 4Matic AMG Line,2019,599900.0,83780.0,Automatic,Diesel,1,Silver,SUV,Front,2.1,i4,5.0,5.0,235/55 R19 (opt 255/45 R20),235/55 R19 (opt 255/45 R20),All Wheel Drive,66.0,5.5,1200.0,150.0,500.0,7.6,223.0,143.0
Hyundai,Creta 1.6 Executive,2020,319900.0,26000.0,Manual,Petrol,Unknown,White,SUV,Front,1.6,i4,5.0,5.0,205/65 R16,205/65 R16,Front Wheel Drive,55.0,7.9,696.0,90.0,150.0,11.9,168.0,164.0
Volkswagen,Polo Hatch 1.6 Conceptline,2019,229950.0,77000.0,Manual,Petrol,Unknown,Limestone grey metal,Hatchback,Front,1.6,i4,5.0,5.0,175/70 R14,175/70 R14,Front Wheel Drive,40.0,6.1,656.0,66.0,155.0,11.4,,145.0
Ford,EcoSport 1.5 Ambiente,2019,219950.0,47000.0,Manual,Petrol,Unknown,Blue,SUV,Front,1.5,i3,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,52.0,6.4,813.0,91.0,150.0,,,147.0
Ford,EcoSport 1.5 Ambiente,2019,219900.0,45000.0,Manual,Petrol,Unknown,Silver,SUV,Front,1.5,i3,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,52.0,6.4,813.0,91.0,150.0,,,147.0
Toyota,Starlet 1.4 XS Auto,2022,239500.0,19274.0,Automatic,Petrol,Unknown,Mystic pearl white (zhj),Hatchback,Front,1.4,i4,5.0,5.0,185/55 R16,185/55 R16,Front Wheel Drive,37.0,5.4,685.0,68.0,130.0,11.6,170.0,128.0
Toyota,Starlet 1.4 Xi,2021,199500.0,25263.0,Manual,Petrol,Unknown,Mystic pearl white (zhj),Hatchback,Front,1.4,i4,5.0,5.0,175/65 R15,175/65 R15,Front Wheel Drive,37.0,5.1,726.0,68.0,130.0,10.9,180.0,120.0
Toyota,Starlet 1.4 Xi,2021,199900.0,25920.0,Manual,Petrol,Unknown,Mystic pearl white (zhj),Hatchback,Front,1.4,i4,5.0,5.0,175/65 R15,175/65 R15,Front Wheel Drive,37.0,5.1,726.0,68.0,130.0,10.9,180.0,120.0
Toyota,RAV4 2.0 GX Auto,2018,309990.0,74000.0,Automatic,Petrol,Unknown,Silver,SUV,Front,2.0,i4,5.0,5.0,225/65 R17,225/65 R17,Front Wheel Drive,60.0,7.4,811.0,107.0,187.0,,,173.0
Toyota,Rumion 1.5 SX,2022,289900.0,16545.0,Manual,Petrol,Unknown,Mystic pearl white (zhj),MPV,Front,1.5,i4,7.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,45.0,6.2,726.0,77.0,138.0,,175.0,146.0
Hyundai,Creta 1.5 Premium Manual,2022,349995.0,14786.0,Manual,Petrol,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,215/60 R17,215/60 R17,Front Wheel Drive,50.0,6.5,769.0,84.0,144.0,12.0,170.0,149.0
Toyota,Fortuner 2.4GD-6 Auto,2022,639990.0,8600.0,Automatic,Diesel,1,Grey,SUV,Front,2.4,i4,7.0,5.0,265/65 R17,265/65 R17,4x2,80.0,7.2,1111.0,110.0,400.0,,170.0,190.0
Volkswagen,Tiguan 1.4TSI 110kW,2021,449990.0,44000.0,Automatic,Petrol,1,Grey,SUV,Front,1.4,i4,5.0,5.0,215/65 R17,215/65 R17,Front Wheel Drive,58.0,7.7,753.0,110.0,250.0,9.2,200.0,175.0
Volkswagen,Caddy 1.6 Crew Bus,2018,239990.0,87000.0,Manual,Petrol,Unknown,White,Crew bus,Front,1.6,i4,7.0,5.0,195/65 R15 (opt 205/55 R16),195/65 R15 (opt 205/55 R16),Front Wheel Drive,55.0,8.2,671.0,81.0,155.0,13.7,164.0,166.0
Ford,EcoSport 1.0T Titanium Auto,2021,349000.0,38456.0,Automatic,Petrol,Unknown,White,SUV,Front,1.0,i3,5.0,5.0,205/50 R17,205/50 R17,Front Wheel Drive,52.0,6.3,825.0,92.0,170.0,12.7,181.0,143.0
Audi,A3 Cabriolet 40TFSI,2019,449990.0,38720.0,Automatic,Petrol,Unknown,White,Cabriolet,Front,2.0,i4,4.0,2.0,225/45 R17 (opt 225/40 R18 / opt 235/35 R19),225/45 R17 (opt 225/40 R18 / opt 235/35 R19),Front Wheel Drive,50.0,5.9,848.0,140.0,320.0,7.2,250.0,134.0
Audi,A1 Sportback 35TFSI S Line,2022,549000.0,9000.0,Automatic,Petrol,Unknown,Red,Hatchback,Front,1.5,i4,5.0,5.0,215/45 R17 (opt 215/40 R18),215/45 R17 (opt 215/40 R18),Front Wheel Drive,40.0,5.1,784.0,110.0,250.0,7.7,222.0,127.0
Hyundai,H-100 Bakkie 2.6D Chassis Cab,2022,329900.0,13621.0,Manual,Diesel,1,White,Single cab,Front,2.6,i4,3.0,2.0,195/70 R15 C,195/70 R15 C,4x2,65.0,0.2,637.0,58.0,167.0,13.6,126.0,238.0
Volkswagen,Golf GTi,2022,799900.0,25798.0,Automatic,Petrol,1,Grey,Hatchback,Front,2.0,i4,5.0,5.0,225/40 R18 (opt 235/35 R19),225/40 R18 (opt 235/35 R19),Front Wheel Drive,50.0,7.0,714.0,180.0,370.0,6.4,250.0,159.0
Toyota,Starlet 1.4 Xi,2021,199900.0,24657.0,Manual,Petrol,Unknown,Mystic pearl white (zhj),Hatchback,Front,1.4,i4,5.0,5.0,175/65 R15,175/65 R15,Front Wheel Drive,37.0,5.1,726.0,68.0,130.0,10.9,180.0,120.0
Toyota,Starlet 1.4 Xi,2021,199900.0,24312.0,Manual,Petrol,Unknown,Ice silver (zzp),Hatchback,Front,1.4,i4,5.0,5.0,175/65 R15,175/65 R15,Front Wheel Drive,37.0,5.1,726.0,68.0,130.0,10.9,180.0,120.0
Toyota,Land Cruiser 300 3.5T ZX,2022,1949000.0,15500.0,Automatic,Petrol,Unknown,White pearl (cs) 070,SUV,Front,3.4,V6,7.0,5.0,265/55 R20,265/55 R20,All Wheel Drive,110.0,2.1,909.0,305.0,650.0,,210.0,291.0
Toyota,Urban Cruiser 1.5 Xi,2022,239500.0,25044.0,Manual,Petrol,Unknown,Mystic pearl white (zhj),SUV,Front,1.5,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,48.0,6.2,774.0,77.0,138.0,,170.0,147.0
Mazda,Mazda2 1.5 Dynamic Auto,2023,309900.0,10000.0,Automatic,Petrol,Unknown,White,Hatchback,Front,1.5,i4,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,44.0,6.0,733.0,85.0,148.0,10.4,184.0,140.0
Smart,Forfour 66kW Passion,2018,169500.0,120500.0,Automatic,Petrol,Unknown,Red,Hatchback,Rear,0.9,i3,4.0,5.0,165/65 R15 (opt 185/50 R16 / opt 185/45 R17),185/60 R15 (opt 205/45 R16 / opt 205/40 R17),Rear Wheel Drive,35.0,4.2,833.0,66.0,135.0,11.9,165.0,98.0
Toyota,Hilux 2.8GD-6 Xtra Cab Legend 50 Auto,2020,569995.0,79000.0,Automatic,Diesel,Unknown,Silver,Extended cab,Front,2.8,i4,2.0,4.0,265/60 R18,265/60 R18,4x2,80.0,,,130.0,450.0,11.2,180.0,
Haval,Jolion 1.5T Luxury,2022,349950.0,18800.0,Manual,Petrol,Unknown,Red,SUV,Front,1.5,i4,5.0,5.0,225/55 R18,225/55 R18,Front Wheel Drive,57.0,7.5,760.0,105.0,210.0,,,172.0
Toyota,Corolla Quest 1.8 Prestige,2020,249900.0,80669.0,Manual,Petrol,Unknown,Silver,Sedan,Front,1.8,i4,5.0,4.0,205/55 R16,205/55 R16,Front Wheel Drive,55.0,7.0,786.0,103.0,173.0,9.8,200.0,165.0
Mazda,CX-5 2.0 Active (Auto),2022,449900.0,15838.0,Automatic,Petrol,1,Grey,SUV,Front,2.0,i4,5.0,5.0,225/65 R17,225/65 R17,Front Wheel Drive,56.0,6.9,812.0,121.0,213.0,10.4,,160.0
Toyota,Hilux 2.8GD-6 Double Cab 4x4 Legend Auto,2022,809900.0,2200.0,Automatic,Diesel,1,Bronze,Double cab,Front,2.8,i4,5.0,4.0,265/60 R18,265/60 R18,4x4,80.0,8.0,1000.0,150.0,500.0,,175.0,209.0
Volkswagen,Golf 1.0TSI Comfortline R-Line,2018,309000.0,72000.0,Manual,Petrol,Unknown,Grey,Hatchback,Front,1.0,i3,5.0,5.0,225/45 R17,225/45 R17,Front Wheel Drive,50.0,4.8,1042.0,81.0,200.0,9.9,196.0,109.0
Volkswagen,Polo Vivo Hatch 1.4 Comfortline,2020,224900.0,67000.0,Manual,Petrol,1,White,Hatchback,Front,1.4,i4,5.0,5.0,175/70 R14 (opt 185/60 R15),175/70 R14 (opt 185/60 R15),Front Wheel Drive,45.0,5.9,763.0,63.0,132.0,,177.0,140.0
Nissan,Navara 2.5DDTi Double Cab PRO-2X,2022,629900.0,20135.0,Automatic,Diesel,1,Grey,Double cab,Front,2.5,i4,5.0,4.0,255/65 R17,255/65 R17,4x2,80.0,8.1,988.0,140.0,450.0,,,214.0
Ford,EcoSport 1.5TDCi Trend,2019,169995.0,36000.0,Manual,Diesel,1,Nice white,SUV,Front,1.5,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,52.0,4.6,1130.0,74.0,205.0,14.5,160.0,120.0
Mercedes-Benz,X-Class X250d Double Cab 4Matic Power Auto,2020,569900.0,92800.0,Automatic,Diesel,Unknown,White,Double cab,Front,2.3,i4,5.0,4.0,255/60 R18 (opt 255/35 R19),255/60 R18 (opt 255/35 R19),All Wheel Drive,73.0,7.9,924.0,140.0,450.0,11.8,175.0,209.0
Mercedes-Benz,GLE GLE300d 4Matic AMG Line,2023,1599900.0,5000.0,Automatic,Diesel,Unknown,Grey,SUV,Front,2.0,i4,5.0,5.0,275/50 R20 (opt 275/45 R21 / opt 285/40 R22),275/50 R20 (opt 315/40 R21 / opt 325/35 R22),All Wheel Drive,80.0,6.4,1250.0,180.0,500.0,7.2,225.0,172.0
Volkswagen,Amarok 3.0 V6 TDI Double Cab Highline 4Motion,2020,739900.0,18000.0,Automatic,Diesel,1,Grey,Double cab,Front,3.0,V6,5.0,4.0,255/60 R18 (opt 245/65 R17 / opt 255/55 R19),255/60 R18 (opt 245/65 R17 / opt 255/55 R19),4x4,80.0,9.0,889.0,180.0,550.0,8.0,193.0,236.0
Volkswagen,Polo Hatch 1.0TSI Comfortline R-Line,2020,204999.0,53000.0,Manual,Petrol,Unknown,Blue,Hatchback,Front,1.0,i3,5.0,5.0,215/45 R17,215/45 R17,Front Wheel Drive,40.0,5.4,741.0,70.0,175.0,10.8,187.0,121.0
Volkswagen,Polo Sedan 1.4 Trendline,2021,214900.0,32494.0,Manual,Petrol,1,White,Sedan,Front,1.4,i4,5.0,4.0,175/70 R14,175/70 R14,Front Wheel Drive,55.0,5.9,932.0,63.0,132.0,12.8,178.0,139.0
Toyota,Etios Cross 1.5 Xs,2019,189900.0,39456.0,Manual,Petrol,Unknown,Grey,Hatchback,Front,1.5,i4,5.0,5.0,185/60 R15,185/60 R15,Front Wheel Drive,45.0,6.0,750.0,66.0,132.0,11.3,165.0,138.0
Suzuki,Jimny 1.3,2018,239900.0,74456.0,Manual,Petrol,Unknown,Green,SUV,Front,1.3,i4,4.0,3.0,205/70 R15,205/70 R15,4x4,40.0,7.2,556.0,63.0,110.0,14.1,140.0,171.0
Chery,Tiggo 8 Pro 2.0TGDI 390T Max,2023,589900.0,1000.0,Automatic,Petrol,1,White,SUV,Front,2.0,i4,7.0,5.0,235/55 R18,235/55 R18,Front Wheel Drive,51.0,7.3,699.0,187.0,390.0,7.3,,172.0
Ford,Ranger 2.2TDCi Double Cab Hi-Rider,2018,349995.0,111000.0,Manual,Diesel,1,Silver,Double cab,Front,2.2,i4,5.0,4.0,255/70 R16,255/70 R16,4x2,80.0,6.9,1159.0,88.0,285.0,,,182.0
Volkswagen,Tiguan R,2023,1149900.0,8800.0,Automatic,Petrol,Unknown,Yes,SUV,Front,2.0,i4,5.0,5.0,255/40 R20 (opt 255/35 R21),255/40 R20 (opt 255/35 R21),All Wheel Drive,58.0,8.8,659.0,235.0,400.0,5.1,250.0,201.0
Suzuki,DZire 1.2 GA,2022,170400.0,40904.0,Manual,Petrol,Unknown,White,Sedan,Front,1.2,i4,5.0,4.0,165/80 R14,165/80 R14,Front Wheel Drive,37.0,4.9,755.0,61.0,113.0,11.7,175.0,116.0
Volkswagen,Amarok 3.0tdi V6 Double Cab Style 4motion,2023,1019000.0,1.0,Automatic,Diesel,1,Clear white,Double cab,Front,3.0,V6,5.0,4.0,225/65 R18,225/65 R18,4x4,80.0,8.4,952.0,184.0,600.0,,180.0,222.0
Toyota,Land Cruiser 76 4.5D-4D LX V8 Station Wagon,2023,950000.0,1000.0,Manual,Diesel,1,Beige,SUV,Front,4.5,V8,5.0,5.0,265/70 R16 C,265/70 R16 C,4x4,130.0,0.6,1121.0,151.0,430.0,,160.0,306.0
Audi,A3 Sportback 30TFSI,2020,334000.0,72000.0,Automatic,Petrol,Unknown,White,Hatchback,Front,1.0,i3,5.0,5.0,225/45 R17 (opt 225/40 R18),225/45 R17 (opt 225/40 R18),Front Wheel Drive,50.0,4.7,1064.0,85.0,200.0,9.9,206.0,107.0
Toyota,Fortuner 2.8GD-6 4x4 Epic,2020,689900.0,56000.0,Automatic,Diesel,1,Bronze,SUV,Front,2.8,i4,7.0,5.0,265/60 R18,265/60 R18,4x4,80.0,8.5,941.0,130.0,450.0,10.8,180.0,224.0
Volkswagen,Amarok 3.0 V6 TDI Double Cab Highline 4Motion,2022,899900.0,22500.0,Automatic,Diesel,1,White,Double cab,Front,3.0,V6,5.0,4.0,255/60 R18 (opt 255/55 R19),255/60 R18 (opt 255/55 R19),4x4,80.0,9.5,842.0,200.0,580.0,7.6,207.0,250.0
Audi,Q3 Sportback 40TFSI Quattro S Line,2021,779995.0,26601.0,Automatic,Petrol,Unknown,Chronos gray metallic,SUV,Front,2.0,i4,5.0,5.0,235/55 R18 (opt 235/50 R19),235/55 R18 (opt 235/50 R19),All Wheel Drive,60.0,8.3,723.0,132.0,320.0,7.8,220.0,188.0
Volkswagen,Polo Sedan 1.6 Life Manual,2022,289900.0,58000.0,Manual,Petrol,1,White,Sedan,Front,1.6,i4,,4.0,205/55 R16,205/55 R16,Front Wheel Drive,45.0,6.2,726.0,81.0,152.0,11.2,190.0,147.0
Audi,Q5 2.0TDI Quattro,2018,529995.0,66301.0,Automatic,Diesel,Unknown,Floret silver metallic,SUV,Front,2.0,i4,5.0,5.0,235/65 R17 (opt 235/60 R18 / opt 235/55 R19 / opt 255/45 R20),235/65 R17 (opt 235/60 R18 / opt 235/55 R19 / opt 255/45 R20),All Wheel Drive,65.0,4.9,1327.0,140.0,400.0,7.9,218.0,129.0
Suzuki,Ertiga 1.5 GL,2019,209900.0,91000.0,Manual,Petrol,Unknown,Silver,MPV,Front,1.5,i4,7.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,45.0,6.2,726.0,77.0,138.0,,175.0,146.0
Suzuki,Swift 1.2 GL Auto,2022,214899.0,45273.0,Automatic,Petrol,Unknown,Red,Hatchback,Front,1.2,i4,5.0,5.0,165/80 R14,165/80 R14,Front Wheel Drive,37.0,4.9,755.0,61.0,113.0,13.5,165.0,116.0
Audi,A3 Sedan 35TFSI,2021,489995.0,39203.0,Automatic,Petrol,Unknown,Nano gray metallic,Sedan,Front,1.4,i4,5.0,4.0,205/55 R16 (opt 225/45 R17 / opt 225/40 R18),205/55 R16 (opt 225/45 R17 / opt 225/40 R18),Front Wheel Drive,40.0,6.1,656.0,110.0,250.0,8.2,227.0,138.0
Mercedes-Benz,V-Class V300d Avantgarde AMG Line,2023,1950000.0,1.0,Automatic,Diesel,1,Osidian black met (9197),MPV,Front,2.0,i4,6.0,5.0,245/45 R19,245/45 R19,Rear Wheel Drive,70.0,8.0,874.0,174.0,550.0,7.8,220.0,205.0
Volkswagen,Polo Hatch 1.0TSI Trendline,2021,254400.0,35909.0,Manual,Petrol,Unknown,Silver,Hatchback,Front,1.0,i3,5.0,5.0,175/70 R14,175/70 R14,Front Wheel Drive,40.0,5.4,741.0,70.0,175.0,10.8,187.0,121.0
Toyota,Fortuner 2.4GD-6 Auto,2021,589990.0,60009.0,Automatic,Diesel,Unknown,White,SUV,Front,2.4,i4,7.0,5.0,265/65 R17,265/65 R17,4x2,80.0,7.2,1111.0,110.0,400.0,,170.0,190.0
