Brand,Model,Year,Price,Mileage,Transmission,Fuel Type,Previous Owners,Color,Body Type,Engine position,Engine capacity (litre),Cylinder layout and quantity,Seats (quantity),No of doors,Front tyres,Rear tyres,Driven wheels,Fuel capacity,Fuel consumption (average),Fuel range (average),Power maximum (detail),Torque maximum,Acceleration 0-100 km/h,Maximum/top speed,CO2 emissions (average)
Land,Rover Discovery Sport D180 R-Dynamic HSE,2020,851900.0,25000.0,Automatic,Diesel,1,,SUV,Front,2.0,i4,7.0,5.0,245/40 R20 (opt 245/45 R21),245/40 R20 (opt 245/45 R21),All Wheel Drive,65.0,5.8,1121.0,132.0,430.0,9.7,202.0,152.0
Ford,EcoSport 1.5TDCi Ambiente,2019,149999.0,72000.0,Manual,Diesel,1,White,SUV,Front,1.5,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,52.0,4.6,1130.0,74.0,205.0,14.5,160.0,121.0
Renault,Kwid 1.0 Climber,2020,149400.0,20000.0,Manual,Petrol,Unknown,Blue,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,28.0,4.7,596.0,50.0,91.0,,152.0,112.0
Toyota,RAV4 2.0 GX Auto,2021,489990.0,31000.0,Automatic,Petrol,Unknown,White,SUV,Front,2.0,i4,5.0,5.0,225/65 R17,225/65 R17,Front Wheel Drive,55.0,6.5,846.0,127.0,203.0,,190.0,147.0
Nissan,X-Trail 2.5 4x4 Acenta,2022,499990.0,18000.0,Automatic,Petrol,Unknown,Pearl white,SUV,Front,2.5,i4,5.0,5.0,225/65 R17,225/65 R17,4x4,60.0,8.3,723.0,126.0,233.0,10.5,190.0,197.0
Datsun,Go 1.2 Lux Auto,2021,194990.0,42000.0,Automatic,Petrol,Unknown,Silver,Hatchback,Front,1.2,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,35.0,5.0,700.0,57.0,104.0,,161.0,120.0
Opel,Crossland X 1.2 Turbo Cosmo Auto,2019,238900.0,33620.0,Automatic,Petrol,1,Blue,SUV,Front,1.2,i3,5.0,5.0,215/50 R17,215/50 R17,Front Wheel Drive,45.0,5.4,833.0,81.0,205.0,11.8,187.0,123.0
Hyundai,Venue 1.0T Fluid Auto,2021,297900.0,15000.0,Automatic,Petrol,1,White,SUV,Front,1.0,i3,5.0,5.0,215/65 R16,215/65 R16,Front Wheel Drive,45.0,6.9,652.0,88.0,172.0,11.5,187.0,148.0
Hyundai,Grand i10 1.0 Fluid,2019,158900.0,26000.0,Manual,Petrol,1,Blue,Hatchback,Front,1.0,i3,5.0,5.0,165/65 R14,165/65 R14,Front Wheel Drive,43.0,5.4,796.0,48.0,94.0,14.9,155.0,132.0
Toyota,Hilux 2.4GD S (Aircon),2020,329900.0,109000.0,Manual,Diesel,1,White,Single cab,Front,2.4,i4,2.0,2.0,205/70 R15,205/70 R15,4x2,80.0,,,110.0,343.0,,175.0,
Peugeot,5008 2.0HDi Allure,2020,381900.0,22100.0,Automatic,Diesel,1,White,SUV,Front,2.0,i4,7.0,5.0,225/55 R18,225/55 R18,Front Wheel Drive,62.0,4.8,1292.0,110.0,370.0,10.9,207.0,136.0
BMW,X1 sDrive20d M Sport,2022,701900.0,16000.0,Automatic,Diesel,1,White,SUV,Front,2.0,i4,5.0,5.0,225/50 R18 (opt 225/45 R19),225/50 R18 (opt 225/45 R19),Front Wheel Drive,61.0,4.9,1245.0,140.0,400.0,7.8,222.0,129.0
BMW,1 Series 118i Mzansi Edition,2022,659950.0,13000.0,Automatic,Petrol,Unknown,Skyscraper grey,Hatchback,Front,1.5,i3,5.0,5.0,225/40 R18,225/40 R18,Front Wheel Drive,42.0,5.9,712.0,103.0,220.0,8.5,213.0,135.0
Chery,Tiggo 4 Pro 1.5T Elite,2022,279900.0,21000.0,Manual,Petrol,1,Red,SUV,Front,1.5,i4,5.0,5.0,225/60 R17,225/60 R17,Front Wheel Drive,51.0,7.0,729.0,108.0,210.0,10.0,180.0,167.0
Ford,Ranger 2.0Bi-Turbo Double Cab 4x4 Raptor,2020,601900.0,110000.0,Automatic,Diesel,1,White,Double cab,Front,2.0,i4,5.0,4.0,285/70 R17,285/70 R17,4x4,80.0,8.3,964.0,157.0,500.0,,,220.0
Honda,Jazz 1.5 Sport,2018,240900.0,27678.0,Automatic,Petrol,1,Blue,Hatchback,Front,1.5,i4,5.0,5.0,185/55 R16,185/55 R16,Front Wheel Drive,40.0,5.6,714.0,97.0,155.0,9.8,180.0,133.0
Ford,Ranger 2.2TDCi Double Cab Hi-Rider XL,2021,449500.0,18000.0,Manual,Diesel,Unknown,Silver,Double cab,Front,2.2,i4,5.0,4.0,255/70 R16,255/70 R16,4x2,80.0,6.5,1231.0,118.0,385.0,,,172.0
Suzuki,Vitara 1.4T GLX Auto,2020,399990.0,24877.0,Automatic,Petrol,2,Silver,SUV,Front,1.4,i4,5.0,5.0,215/55 R17,215/55 R17,Front Wheel Drive,47.0,5.9,797.0,103.0,220.0,9.5,200.0,138.0
Kia,Sportage 1.6GDI Ignite,2021,339900.0,48000.0,Automatic,Petrol,2,Grey,SUV,Front,1.6,i4,5.0,5.0,215/70 R16,215/70 R16,Front Wheel Drive,62.0,7.7,805.0,97.0,161.0,12.1,170.0,175.0
Volkswagen,T-Roc 1.4TSI 110kW Design,2021,469900.0,6000.0,Automatic,Petrol,1,White,SUV,Front,1.4,i4,5.0,5.0,215/65 R17 (opt 235/55 R18),215/65 R17 (opt 235/55 R18),Front Wheel Drive,50.0,6.2,807.0,110.0,250.0,8.4,205.0,142.0
Jeep,Wrangler Unlimited 3.6 Rubicon,2020,789900.0,50063.0,Automatic,Petrol,1,Grey,SUV,Front,3.6,V6,5.0,4.0,255/70 R17,255/70 R17,4x4,81.0,0.3,786.0,209.0,347.0,7.8,180.0,239.0
Land,Rover Discovery HSE Luxury Td6,2018,851900.0,76000.0,Automatic,Diesel,1,Grey,SUV,Front,3.0,V6,5.0,5.0,255/50 R20 (opt 255/60 R19 / opt 275/45 R21 / opt 285/40 R22),255/50 R20 (opt 255/60 R19 / opt 275/45 R21 / opt 285/40 R22),All Wheel Drive,85.0,7.8,1090.0,190.0,600.0,8.1,209.0,207.0
Volkswagen,Tiguan 1.4TSI Comfortline Auto,2019,399900.0,85500.0,Automatic,Petrol,Unknown,Silver,SUV,Front,1.4,i4,5.0,5.0,215/65 R17 (opt 235/55 R18 / opt 235/50 R19),215/65 R17 (opt 235/55 R18 / opt 235/50 R19),Front Wheel Drive,58.0,6.1,951.0,110.0,250.0,9.2,200.0,140.0
Kia,Picanto 1.0 STREET,2019,144990.0,45300.0,Manual,Petrol,Unknown,Silver,Hatchback,Front,1.0,i3,5.0,5.0,175/65 R14,175/65 R14,Front Wheel Drive,35.0,5.0,700.0,49.0,95.0,,155.0,118.0
Toyota,Corolla Quest 1.8,2021,249900.0,30516.0,Manual,Petrol,1,White,Sedan,Front,1.8,i4,5.0,4.0,195/65 R15,195/65 R15,Front Wheel Drive,55.0,7.0,786.0,103.0,173.0,9.8,200.0,165.0
Suzuki,Vitara 1.6 GL+ Auto,2020,289900.0,60000.0,Automatic,Petrol,1,Grey,SUV,Front,1.6,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,47.0,6.0,783.0,86.0,151.0,12.5,180.0,139.0
Toyota,Starlet 1.5 Xi,2022,224995.0,15600.0,Manual,Petrol,1,Premium silver,Hatchback,Front,1.5,i4,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,37.0,5.4,685.0,77.0,138.0,11.2,175.0,127.0
Suzuki,Ertiga 1.5 GL,2021,149990.0,180000.0,Manual,Petrol,Unknown,Silver,MPV,Front,1.5,i4,7.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,45.0,6.2,726.0,77.0,138.0,,175.0,146.0
Audi,Q7 45TDI Quattro S Line,2022,1339900.0,18972.0,Automatic,Diesel,1,Silver,SUV,Front,3.0,V6,5.0,5.0,285/45 R20 (opt 285/45 R21 / opt 285/35 R22),285/45 R20 (opt 285/45 R21 / opt 285/35 R22),All Wheel Drive,85.0,8.0,938.0,183.0,600.0,6.9,225.0,210.0
Suzuki,S-Presso 1.0 GL,2023,164900.0,27.0,Manual,Petrol,Unknown,White,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,27.0,4.9,551.0,50.0,90.0,,,118.0
Hyundai,Grand i10 1.0 Motion,2022,209900.0,2300.0,Manual,Petrol,1,Red,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,37.0,5.4,685.0,49.0,94.0,14.9,153.0,131.0
Toyota,RAV4 2.0 GX Auto,2018,324900.0,71000.0,Automatic,Petrol,1,Maroon,SUV,Front,2.0,i4,5.0,5.0,225/65 R17,225/65 R17,Front Wheel Drive,60.0,7.4,811.0,107.0,187.0,,,173.0
Volkswagen,Polo Sedan 1.6 Comfortline,2022,284900.0,6800.0,Manual,Petrol,1,Red,Sedan,Front,1.6,i4,5.0,4.0,185/60 R15 (opt 195/55 R16),185/60 R15 (opt 195/55 R16),Front Wheel Drive,55.0,6.0,917.0,77.0,155.0,11.1,190.0,143.0
Honda,Fit 1.5 Elegance,2023,319900.0,1500.0,Automatic,Petrol,Unknown,Silver,Hatchback,Front,1.5,i4,5.0,5.0,185/55 R16,185/55 R16,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,132.0
Honda,Fit 1.5 Comfort,2023,289900.0,1500.0,Automatic,Petrol,Unknown,White,Hatchback,Front,1.5,i4,5.0,5.0,185/60 R15,185/60 R15,Front Wheel Drive,40.0,5.5,727.0,89.0,145.0,,,132.0
Renault,Kwid 1.0 Dynamique,2021,139900.0,29500.0,Manual,Petrol,2,White,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,28.0,4.7,596.0,50.0,91.0,,152.0,112.0
Honda,WR-V 1.2 Elegance,2023,279900.0,1500.0,Manual,Petrol,Unknown,Silver,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Honda,WR-V 1.2 Elegance,2023,279900.0,1500.0,Manual,Petrol,Unknown,Grey,SUV,Front,1.2,i4,5.0,5.0,195/60 R16,195/60 R16,Front Wheel Drive,40.0,6.4,625.0,66.0,110.0,,,149.0
Toyota,Starlet 1.5 Xi,2022,224995.0,16531.0,Manual,Petrol,1,Premium silver,Hatchback,Front,1.5,i4,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,37.0,5.4,685.0,77.0,138.0,11.2,175.0,127.0
Toyota,Starlet 1.5 Xi,2022,224995.0,13600.0,Manual,Petrol,1,Premium silver,Hatchback,Front,1.5,i4,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,37.0,5.4,685.0,77.0,138.0,11.2,175.0,127.0
Toyota,Rumion 1.5 SX Auto,2023,319995.0,14500.0,Automatic,Petrol,1,Mystic pearl white (zhj),MPV,Front,1.5,i4,7.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,45.0,6.2,726.0,77.0,138.0,,170.0,147.0
Kia,Rio 1.4 5-Door Auto,2020,403900.0,33726.0,Automatic,Petrol,1,White,Hatchback,Front,1.4,i4,5.0,5.0,185/65 R14,185/65 R14,Front Wheel Drive,45.0,7.8,577.0,70.0,127.0,14.5,168.0,182.0
Suzuki,S-Presso 1.0 GL,2021,139900.0,23000.0,Manual,Petrol,2,Silver,Hatchback,Front,1.0,i3,5.0,5.0,165/70 R14,165/70 R14,Front Wheel Drive,27.0,4.9,551.0,50.0,90.0,,,118.0
Ford,EcoSport 1.0T Titanium Auto,2019,269900.0,54200.0,Automatic,Petrol,1,Silver,SUV,Front,1.0,i3,5.0,5.0,205/50 R17,205/50 R17,Front Wheel Drive,52.0,6.3,825.0,92.0,170.0,12.7,181.0,143.0
Suzuki,Jimny 1.5 GL Allgrip,2022,429990.0,6150.0,Manual,Petrol,Unknown,Yellow,SUV,Front,1.5,i4,4.0,3.0,205/70 R15,205/70 R15,4x4,40.0,6.3,635.0,75.0,130.0,,,146.0
Subaru,XV 2.0i-S ES,2020,439900.0,51729.0,Automatic,Petrol,1,White,SUV,Front,2.0,b4,5.0,5.0,225/55 R18,225/55 R18,All Wheel Drive,50.0,7.3,685.0,115.0,196.0,10.4,194.0,168.0
Volkswagen,Tiguan 1.4TSI Comfortline,2020,479995.0,61954.0,Automatic,Petrol,Unknown,Reflex silver,SUV,Front,1.4,i4,5.0,5.0,215/65 R17 (opt 235/55 R18 / 255/45 R19),215/65 R17 (opt 235/55 R18 / 255/45 R19),Front Wheel Drive,58.0,6.8,853.0,110.0,250.0,9.2,200.0,162.0
Ford,Ranger 2.0Bi-Turbo Double Cab Hi-Rider Wildtrak,2019,499800.0,95195.0,Automatic,Diesel,Unknown,White,Double cab,Front,2.0,i4,5.0,4.0,265/60 R18,265/60 R18,4x2,80.0,7.8,1026.0,157.0,500.0,,,207.0
Mitsubishi,ASX 2.0 ES Auto,2023,365900.0,1500.0,Automatic,Petrol,Unknown,White,SUV,Front,2.0,i4,5.0,5.0,215/65 R16,215/65 R16,Front Wheel Drive,63.0,7.9,798.0,110.0,197.0,11.5,190.0,184.0
Volkswagen,Polo Hatch 1.0TSI Comfortline Auto,2020,230000.0,60000.0,Automatic,Petrol,1,White,Hatchback,Front,1.0,i3,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,40.0,4.7,851.0,70.0,175.0,10.8,187.0,107.0
Nissan,Almera 1.5 Acenta,2022,219990.0,42584.0,Manual,Petrol,Unknown,Silver,Sedan,Front,1.5,i4,5.0,4.0,185/65 R15,185/65 R15,Front Wheel Drive,41.0,6.3,651.0,73.0,134.0,,183.0,149.0
Volkswagen,Polo Vivo Hatch 1.0TSI GT,2021,289995.0,10751.0,Manual,Petrol,Unknown,Flash red,Hatchback,Front,1.0,i3,5.0,5.0,215/40 R17,215/40 R17,Front Wheel Drive,45.0,4.6,978.0,81.0,200.0,,196.0,109.0
Honda,HR-V 1.8 Elegance,2019,329900.0,44985.0,Automatic,Petrol,1,Red,SUV,Front,1.8,i4,5.0,5.0,215/55 R17,215/55 R17,Front Wheel Drive,50.0,6.8,735.0,105.0,172.0,10.1,188.0,162.0
Land,Rover Discovery Sport D180 R-Dynamic HSE,2020,1129950.0,5000.0,Automatic,Diesel,Unknown,White,SUV,Front,2.0,i4,7.0,5.0,245/40 R20 (opt 245/45 R21),245/40 R20 (opt 245/45 R21),All Wheel Drive,65.0,5.8,1121.0,132.0,430.0,9.7,202.0,152.0
Land,Rover Discovery D300 R-Dynamic SE,2021,1450950.0,59000.0,Automatic,Diesel,Unknown,Silver,SUV,Front,3.0,i6,7.0,5.0,275/45 R21 (opt 255/55 R20 / opt 285/40 R22),275/45 R21 (opt 255/55 R20 / opt 285/40 R22),All Wheel Drive,89.0,7.8,1141.0,221.0,650.0,6.8,209.0,205.0
Mercedes-AMG,CLS CLS53 4Matic+ AMG Edition 1,2020,1349950.0,47000.0,Automatic,Petrol,Unknown,Black,Sedan,Front,3.0,i6,5.0,4.0,245/35 R20,275/30 R20,All Wheel Drive,80.0,8.9,899.0,336.0,520.0,4.5,250.0,203.0
Haval,H2 1.5T City,2021,259900.0,58500.0,Manual,Petrol,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,235/55 R18,235/55 R18,Front Wheel Drive,55.0,8.2,671.0,105.0,202.0,,190.0,194.0
Toyota,Starlet 1.4 Xi,2021,239990.0,35000.0,Manual,Petrol,Unknown,Silver,Hatchback,Front,1.4,i4,5.0,5.0,175/65 R15,175/65 R15,Front Wheel Drive,37.0,5.1,726.0,68.0,130.0,10.9,180.0,120.0
Volkswagen,Polo Vivo Hatch 1.0TSI GT,2021,289995.0,16143.0,Manual,Petrol,Unknown,Reflex silver,Hatchback,Front,1.0,i3,5.0,5.0,215/40 R17,215/40 R17,Front Wheel Drive,45.0,4.6,978.0,81.0,200.0,,196.0,109.0
Volkswagen,T-Roc 2.0TSI 140kW 4Motion R-Line,2021,569900.0,41000.0,Automatic,Petrol,1,White silver metallic / black,SUV,Front,2.0,i4,5.0,5.0,235/50 R19,235/50 R19,All Wheel Drive,55.0,7.2,764.0,140.0,320.0,7.2,216.0,163.0
Chery,Tiggo 7 Pro 1.5T Distinction,2023,419900.0,10000.0,Automatic,Petrol,Unknown,Silver,SUV,Front,1.5,i4,5.0,5.0,225/60 R18,225/60 R18,Front Wheel Drive,51.0,6.8,750.0,108.0,210.0,,,168.0
Mercedes-Maybach,GLS GLS600,2021,3799900.0,8790.0,Automatic,Petrol,Unknown,White,SUV,Front,4.0,V8,5.0,5.0,285/45 R22,325/40 R22,All Wheel Drive,90.0,2.5,720.0,426.0,730.0,4.9,250.0,285.0
Volkswagen,Polo Hatch 1.0TSI Highline,2020,329995.0,32500.0,Manual,Petrol,Unknown,Pure white,Hatchback,Front,1.0,i3,5.0,5.0,195/55 R16,195/55 R16,Front Wheel Drive,40.0,4.7,851.0,85.0,200.0,9.5,200.0,107.0
Toyota,Corolla Cross 1.8 XR,2022,469500.0,12180.0,Automatic,Petrol,Unknown,Blue,SUV,Front,1.8,i4,5.0,5.0,225/50 R18,225/50 R18,Front Wheel Drive,47.0,6.8,691.0,103.0,172.0,,185.0,154.0
Chery,Tiggo 7 Pro 1.5T Executive,2022,449900.0,13000.0,Automatic,Petrol,Unknown,Red,SUV,Front,1.5,i4,5.0,5.0,225/60 R18,225/60 R18,Front Wheel Drive,51.0,6.8,750.0,108.0,210.0,,,168.0
Mazda,CX-3 2.0 Active,2021,319990.0,35512.0,Manual,Petrol,Unknown,Grey,SUV,Front,2.0,i4,5.0,5.0,215/60 R16,215/60 R16,Front Wheel Drive,48.0,6.5,739.0,115.0,204.0,9.3,202.0,156.0
Renault,Clio 66kW Turbo Dynamique,2019,199900.0,78727.0,Manual,Petrol,1,Grey,Hatchback,Front,0.9,i3,5.0,5.0,195/55 R16,195/55 R16,Front Wheel Drive,45.0,5.5,818.0,70.0,140.0,12.9,178.0,126.0
Mercedes-Benz,CLA CLA200 AMG Line Auto,2019,649890.0,52200.0,Automatic,Petrol,Unknown,Silver,Sedan,Front,1.6,i4,5.0,4.0,225/40 R18,225/40 R18,Front Wheel Drive,50.0,5.6,893.0,115.0,250.0,7.9,230.0,128.0
Hyundai,i20 1.2 Motion,2021,229990.0,32000.0,Manual,Petrol,Unknown,Typhoon silver,Hatchback,Front,1.2,i4,5.0,5.0,185/70 R14,185/70 R14,Front Wheel Drive,40.0,5.9,678.0,61.0,115.0,13.3,165.0,140.0
Toyota,Starlet 1.4 XS Auto,2021,239990.0,65000.0,Automatic,Petrol,Unknown,Silver,Hatchback,Front,1.4,i4,5.0,5.0,185/55 R16,185/55 R16,Front Wheel Drive,37.0,5.4,685.0,68.0,130.0,11.6,170.0,128.0
Chery,Tiggo 4 Pro 1.5T Elite Auto,2023,389900.0,13500.0,Automatic,Petrol,Unknown,Silver,SUV,Front,1.5,i4,5.0,5.0,225/60 R17,225/60 R17,Front Wheel Drive,51.0,6.8,750.0,108.0,210.0,10.0,180.0,162.0
Land,Rover Range Rover Sport HSE SDV6,2018,1249900.0,64635.0,Automatic,Diesel,Unknown,White,SUV,Front,3.0,V6,5.0,5.0,255/55 R20 (opt 275/45 R21),255/55 R20 (opt 275/45 R21),All Wheel Drive,86.0,7.0,1229.0,225.0,700.0,7.3,209.0,185.0
Volkswagen,Amarok 2.0BiTDI Double Cab Highline Plus 4Motion Auto,2019,569995.0,56942.0,Automatic,Diesel,1,Silver,Double cab,Front,2.0,i4,5.0,4.0,255/60 R18 (opt 245/65 R17 / opt 255/55 R19),255/60 R18 (opt 245/65 R17 / opt 255/55 R19),4x4,80.0,8.5,941.0,132.0,420.0,11.3,179.0,224.0
Toyota,Corolla Quest 1.8 Auto,2021,259000.0,45269.0,Automatic,Petrol,Unknown,White,Sedan,Front,1.8,i4,5.0,4.0,195/65 R15,195/65 R15,Front Wheel Drive,55.0,6.3,873.0,103.0,173.0,10.2,195.0,150.0
Suzuki,Ciaz 1.5 GL,2021,199000.0,49780.0,Manual,Petrol,Unknown,White,Sedan,Front,1.5,i4,5.0,4.0,185/65 R15,185/65 R15,Front Wheel Drive,43.0,5.5,782.0,77.0,138.0,,,130.0
Toyota,Starlet 1.5 Xi,2022,235000.0,14755.0,Manual,Petrol,Unknown,Silver,Hatchback,Front,1.5,i4,5.0,5.0,185/65 R15,185/65 R15,Front Wheel Drive,37.0,5.4,685.0,77.0,138.0,11.2,175.0,127.0
Toyota,Corolla Cross 1.8 XS,2022,405000.0,12451.0,Automatic,Petrol,Unknown,White,SUV,Front,1.8,i4,5.0,5.0,215/60 R17,215/60 R17,Front Wheel Drive,47.0,6.8,691.0,103.0,172.0,,185.0,154.0
Volkswagen,Amarok 2.0BiTDI Double Cab Highline 4Motion Auto,2019,489995.0,132000.0,Automatic,Diesel,1,Beige,Double cab,Front,2.0,i4,5.0,4.0,255/60 R18 (opt 245/65 R17 / opt 255/55 R19),255/60 R18 (opt 245/65 R17 / opt 255/55 R19),4x4,80.0,8.5,941.0,132.0,420.0,11.3,179.0,224.0
MINI,Hatch Cooper S Hatch 3-Door,2022,569900.0,13000.0,Automatic,Petrol,1,Island blue,Hatchback,Front,2.0,i4,4.0,3.0,205/45 R17 (opt 205/40 R18),205/45 R17 (opt 205/40 R18),Front Wheel Drive,44.0,6.0,800.0,141.0,280.0,6.7,235.0,136.0
MINI,Countryman Cooper Countryman Auto,2023,609900.0,5000.0,Automatic,Petrol,1,Enigmatic black,SUV,Front,1.5,i3,5.0,5.0,225/55 R17 (opt 225/50 R18),225/55 R17 (opt 225/50 R18),Front Wheel Drive,51.0,6.0,850.0,100.0,220.0,9.6,200.0,138.0
Mazda,Mazda3 Hatch 1.5 Dynamic Auto,2023,453300.0,1500.0,Automatic,Petrol,Unknown,White,Hatchback,Front,1.5,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,51.0,6.0,850.0,88.0,153.0,,,136.0
Mercedes-Benz,C-Class C200 Coupe Auto,2021,829995.0,22150.0,Automatic,Petrol,1,Super white,Coupé,,2.0,,,2.0,,,Rear Wheel Drive,,,,,,,,
GWM,P-Series 2.0TD Double Cab LT,2023,589950.0,1500.0,Automatic,Diesel,Unknown,Silver,Double cab,Front,2.0,i4,5.0,4.0,265/60 R18,265/60 R18,Rear Wheel Drive,78.0,,,120.0,400.0,,,219.0
Haval,Jolion 1.5T S Super Luxury,2023,479950.0,1500.0,Automatic,Petrol,Unknown,Red,SUV,Front,1.5,i4,5.0,5.0,225/55 R18,225/55 R18,Front Wheel Drive,57.0,7.5,760.0,130.0,270.0,,,173.0
BMW,M2 Competition Auto,2018,939900.0,49000.0,Automatic,Petrol,1,Black,Coupé,Front,3.0,i6,4.0,2.0,245/35 R19,265/35 R19,Rear Wheel Drive,52.0,9.1,571.0,302.0,550.0,4.2,250.0,207.0
Volkswagen,Amarok 3.0tdi V6 Double Cab Style 4motion,2023,965000.0,80.0,Automatic,Diesel,Unknown,Light grey metallic,Double cab,Front,3.0,V6,5.0,4.0,225/65 R18,225/65 R18,4x4,80.0,8.4,952.0,184.0,600.0,,180.0,222.0
Volkswagen,Polo Hatch 1.0TSI 85kW R-Line,2023,469900.0,5000.0,Automatic,Petrol,1,Reef blue metallic,Hatchback,Front,1.0,i3,5.0,5.0,195/55 R16 (opt 215/45 R17),195/55 R16 (opt 215/45 R17),Front Wheel Drive,40.0,5.4,741.0,85.0,200.0,11.3,200.0,123.0
Volkswagen,Polo Vivo Hatch 1.4 Comfortline,2023,269900.0,5000.0,Manual,Petrol,1,Reef blue metallic,Hatchback,Front,1.4,i4,5.0,5.0,185/60 R15 (opt 195/55 R16),185/60 R15 (opt 195/55 R16),Front Wheel Drive,45.0,5.9,763.0,63.0,132.0,,177.0,140.0
Volkswagen,Amarok 2.0BiTDI Double Cab Highline 4Motion Auto,2023,789900.0,17000.0,Automatic,Diesel,1,Atlantic blue,Double cab,Front,2.0,i4,5.0,4.0,255/60 R18 (opt 255/55 R19),255/60 R18 (opt 255/55 R19),4x4,80.0,8.9,899.0,132.0,420.0,11.3,179.0,219.0
Volkswagen,T-Cross 1.0TSI 85kW Comfortline R-Line,2022,392900.0,9000.0,Automatic,Petrol,1,Pure white,SUV,Front,1.0,i3,5.0,5.0,205/55 R17,205/55 R17,Front Wheel Drive,40.0,5.3,755.0,85.0,200.0,10.2,193.0,126.0
Ford,Ranger 2.0SiT Double Cab Hi-Rider XLT,2023,559000.0,5.0,Automatic,Diesel,1,Diffused silver,Double cab,Front,2.0,i4,5.0,4.0,265/65 R17,265/65 R17,4x2,80.0,7.2,1111.0,132.0,420.0,,,189.0
Suzuki,DZire 1.2 GA,2021,169950.0,33198.0,Manual,Petrol,1,White,Sedan,Front,1.2,i4,5.0,4.0,165/80 R14,165/80 R14,Front Wheel Drive,37.0,4.9,755.0,61.0,113.0,11.7,175.0,116.0
BMW,3 Series 318i M Sport,2022,699990.0,11000.0,Automatic,Petrol,Unknown,Sunset orange,Sedan,Front,2.0,i4,5.0,4.0,225/45 R18 (opt 225/40 R19),255/40 R18 (opt 255/35 R19),Rear Wheel Drive,59.0,6.3,937.0,115.0,250.0,8.4,223.0,143.0
Volkswagen,Polo Vivo Hatch 1.4 Comfortline,2023,269900.0,5000.0,Manual,Petrol,1,Limestone gray metallic,Hatchback,Front,1.4,i4,5.0,5.0,185/60 R15 (opt 195/55 R16),185/60 R15 (opt 195/55 R16),Front Wheel Drive,45.0,5.9,763.0,63.0,132.0,,177.0,140.0
Nissan,NP200 1.6i (Aircon) Safety Pack,2022,189900.0,16879.0,Manual,Petrol,Unknown,White,Single cab,Front,1.6,i4,2.0,2.0,185/65 R15 T,185/65 R15 T,Front Wheel Drive,50.0,8.1,617.0,64.0,128.0,,,192.0
Proton,Saga 1.3 Premium,2023,239900.0,1500.0,Automatic,Petrol,Unknown,Silver,Sedan,Front,1.3,,5.0,4.0,185/55 R15,185/55 R15,Front Wheel Drive,40.0,7.0,571.0,70.0,120.0,,,162.0
Proton,Saga 1.3 Standard Auto,2023,219900.0,1500.0,Automatic,Petrol,Unknown,Grey,Sedan,Front,1.3,,5.0,4.0,175/65 R14,175/65 R14,Front Wheel Drive,40.0,7.0,571.0,70.0,120.0,,,162.0
Proton,Saga 1.3 Standard Auto,2023,219900.0,1500.0,Automatic,Petrol,Unknown,Red,Sedan,Front,1.3,,5.0,4.0,175/65 R14,175/65 R14,Front Wheel Drive,40.0,7.0,571.0,70.0,120.0,,,162.0
Proton,Saga 1.3 Standard Auto,2023,219900.0,1500.0,Automatic,Petrol,Unknown,White,Sedan,Front,1.3,,5.0,4.0,175/65 R14,175/65 R14,Front Wheel Drive,40.0,7.0,571.0,70.0,120.0,,,162.0
Proton,Saga 1.3 Premium,2023,239900.0,1500.0,Automatic,Petrol,Unknown,White,Sedan,Front,1.3,,5.0,4.0,185/55 R15,185/55 R15,Front Wheel Drive,40.0,7.0,571.0,70.0,120.0,,,162.0
Toyota,Urban Cruiser 1.5 Xi,2022,269990.0,14000.0,Manual,Petrol,Unknown,White,SUV,Front,1.5,i4,5.0,5.0,205/60 R16,205/60 R16,Front Wheel Drive,48.0,6.2,774.0,77.0,138.0,,170.0,147.0
Land,Rover Discovery HSE Td6,2018,769950.0,98000.0,Automatic,Diesel,1,Grey,SUV,Front,3.0,V6,5.0,5.0,255/50 R20 (opt 255/60 R19 / opt 275/45 R21 / opt 285/40 R22),255/50 R20 (opt 255/60 R19 / opt 275/45 R21 / opt 285/40 R22),All Wheel Drive,85.0,7.8,1090.0,190.0,600.0,8.1,209.0,207.0
